sample_number;quantity;copper;zinc;calcium;gold;silver;organic
5;108;2.13;9.67;3.5;0.6;0.26;100.2
5;112;2.07;6;3.7;0.6;0.35;93.9
5;110;2.49;11;3.5;0.4;0.2;97.5
5;110;2.49;11;3.5;0.4;0.2;97.5
5;124;2.13;14;4;0.4;0.22;99.3
5;143;2.1;6.33;4.4;0.5;0.2;103.8
6;139;2.37;13;4.4;0.3;0.22;89.7
5;204;1.95;22.67;6.2;0.5;0.26;95.4
5;106;2.04;11.67;3.5;0.5;0.27;93.9
5;140;2.34;19.67;4.4;0.6;0.26;96.6
5;165;2.4;10.33;5.2;0.5;0.25;100.2
5;156;2.13;14.67;4.9;0.7;0.18;101.4
5;156;2.13;14.67;4.9;0.7;0.18;101.4
5;97;2.55;9.67;3.2;0.5;0.19;94.2
5;111;2.28;9;3.7;0.7;0.31;92.4
5;98;2.46;9.67;3.2;0.4;0.29;97.2
5;122;2.04;6.33;4;0.4;0.27;93
5;160;2.28;10;4.9;0.4;0.2;103.8
6;82;2.4;6.67;2.7;0.4;0.27;98.4
5;104;2.4;10.33;3.5;0.5;0.3;94.8
5;140;1.92;14.33;4.4;0.4;0.21;108
5;157;1.98;18;4.9;0.6;0.35;95.1
5;152;2.43;16.33;4.7;0.7;0.24;101.1
5;166;2.4;17.67;5.2;0.6;0.23;92.7
5;83;2.37;7.67;2.7;0.5;0.33;95.7
5;207;2.19;15;6.2;0.5;0.29;93.6
5;97;2.22;5.67;3.2;0.4;0.45;99.6
6;152;2.16;17;4.7;0.4;0.25;94.8
6;94;2.22;10;3.2;0.4;0.29;93.3
5;90;2.28;9.67;3;0.5;0.27;99.3
5;69;2.1;15.33;2.5;0.5;0.18;101.7
5;87;2.76;6;3;0.5;0.16;93
6;168;1.98;19.67;5.2;0.5;0.23;94.8
3;194;2.25;14.67;5.9;0.5;0.71;93
3;184;2.19;15;5.7;0.5;0.82;94.5
6;178;1.92;20;5.4;0.5;0.27;96.3
5;192;1.98;21;5.9;0.5;0.32;96.6
3;138;1.98;8.67;4.4;0.5;0.42;97.2
5;177;1.74;24;5.4;0.4;0.6;106.8
5;171;2.61;9;5.2;0.9;0.31;88.8
5;171;2.61;9;5.2;0.9;0.31;88.8
5;169;2.04;18.67;5.2;0.5;0.23;96.6
5;164;2.34;22;4.9;0.8;0.25;96.6
5;164;2.34;22;4.9;0.8;0.25;96.6
5;169;2.04;18.67;5.2;0.5;0.23;96.6
5;164;2.34;22;4.9;0.8;0.25;96.6
6;130;1.95;8.33;4.2;0.4;0.2;96.6
5;150;2.13;10.33;4.7;0.4;0.26;95.1
5;48;1.92;7.33;2;0.5;0.13;94.5
6;81;2.16;5.67;2.7;0.5;0.2;101.1
6;81;2.16;5.67;2.7;0.5;0.2;101.1
6;108;1.74;12.67;3.5;0.6;0.19;113.1
6;111;1.98;15;3.7;0.5;0.23;88.8
6;111;1.98;15;3.7;0.5;0.23;88.8
5;176;1.89;19.67;5.4;0.4;0.27;94.2
5;124;1.8;5;4;0.5;0.27;93.6
5;107;1.92;11.67;3.5;0.3;0.22;89.1
5;107;1.92;11.67;3.5;0.3;0.22;89.1
5;107;1.92;11.67;3.5;0.3;0.22;89.1
5;91;2.16;16;3;0.5;0.13;89.1
5;95;1.92;7;3.2;0.4;0.15;93
5;71;1.95;9;2.5;0.6;0.32;98.4
5;95;1.92;7;3.2;0.4;0.15;93
5;176;1.98;20;5.4;0.5;0.28;94.2
5;53;1.68;7;2;0.3;0.12;95.1
5;176;1.98;20;5.4;0.5;0.28;94.2
5;53;1.68;7;2;0.3;0.12;95.1
5;159;2.04;14;4.9;0.6;0.23;97.5
5;97;2.34;13.67;3.2;0.4;0.29;97.2
5;78;1.8;11;2.7;0.4;0.17;93.6
5;151;2.16;20.33;4.7;0.5;0.33;97.5
6;90;1.71;13;3;0.5;0.22;97.2
6;90;1.71;13;3;0.5;0.22;97.2
6;90;1.71;13;3;0.5;0.22;97.2
6;90;1.71;13;3;0.5;0.22;97.2
5;138;1.74;17.33;4.4;0.4;0.28;100.5
5;138;1.68;17.33;4.4;0.4;0.28;100.5
6;129;2.1;9;4.2;0.5;0.16;87.3
6;129;2.1;9;4.2;0.5;0.16;87.3
6;129;2.1;9;4.2;0.5;0.16;87.3
6;98;2.13;16;3.2;0.6;0.27;91.2
6;98;2.13;16;3.2;0.6;0.27;91.2
6;135;1.86;20.33;4.2;0.5;0.21;94.2
5;163;2.04;26.5;4.9;0.8;0.15;97.2
5;163;2.04;26.5;4.9;0.8;0.15;97.2
5;163;2.04;26.5;4.9;0.8;0.15;97.2
5;162;2.04;26.5;4.9;0.8;0.15;97.2
5;106;2.25;3.67;3.5;0.5;0.28;98.4
5;106;2.25;3.67;3.5;0.5;0.28;98.4
5;182;1.98;17.67;5.4;0.5;0.27;95.4
3;43;2.1;5.67;1.7;0.4;0.34;90.3
3;43;2.1;5.67;1.7;0.4;0.34;90.3
5;96;1.8;4.33;3.2;0.4;0.34;101.7
5;84;2.04;15;3;0.4;0.11;96
5;84;2.04;15;3;0.4;0.11;96
5;84;2.04;15;3;0.4;0.11;96
5;102;2.16;13;3.5;0.6;0.21;90
6;156;2.19;14.33;4.9;0.5;0.34;94.2
6;88;1.71;7;3;0.6;0.25;99
6;90;1.74;7;3;0.6;0.23;99
5;138;1.74;11.67;4.4;0.4;0.23;95.7
6;80;2.01;9.33;2.7;0.3;0.2;93.6
6;80;2.01;9.33;2.7;0.3;0.2;93.6
5;81;2.4;9.33;2.7;0.4;0.24;90.9
5;93;2.01;12.33;3.2;0.5;0.24;98.7
5;119;2.07;11;3.7;0.5;0.26;91.8
6;141;1.65;13;4.4;0.4;0.23;95.7
5;97;1.8;6.67;3.2;0.4;0.29;99.3
6;93;1.71;13.67;3.2;0.5;0.22;96.6
6;93;1.71;13.67;3.2;0.5;0.22;96.6
6;93;1.71;13.67;3.2;0.5;0.22;96.6
6;93;1.71;13.67;3.2;0.5;0.22;96.6
6;93;1.71;13.67;3.2;0.5;0.22;96.6
6;95;1.83;8;3.2;0.6;0.24;101.7
6;93;1.77;7;3.2;0.6;0.25;101.4
5;76;2.04;5;2.7;0.6;0.24;96.9
6;177;1.77;16;5.4;0.4;0.29;96.3
6;177;1.77;16;5.4;0.4;0.29;96.3
6;177;1.71;16;5.4;0.4;0.29;96.3
5;185;1.89;8;5.7;0.6;0.32;93.3
6;137;2.31;9.67;4.2;0.6;0.28;98.1
5;80;1.98;12.67;2.7;0.7;0.19;96.6
5;77;2.04;9;2.7;0.4;0.4;93.6
5;119;1.92;15;3.7;0.4;0.17;91.8
3;124;1.92;11.33;4;0.4;0.69;97.8
3;124;1.92;11.33;4;0.4;0.69;97.8
5;73;1.98;6;2.5;0.6;0.27;93.3
6;160;1.44;12.67;4.9;0.3;0.29;98.4
5;93;1.86;4;3.2;0.7;0.23;99
5;150;2.1;15;4.7;0.5;0.27;90
6;116;1.86;10;3.7;0.5;0.32;95.4
5;150;2.1;15;4.7;0.5;0.27;90
5;97;1.86;14.33;3.2;0.5;0.12;102.6
5;88;1.92;13;3;0.4;0.18;99.3
5;135;2.13;18;4.2;0.5;0.43;93.3
5;135;2.13;18;4.2;0.5;0.43;93.3
5;135;2.13;16.33;4.2;0.4;0.37;94.8
5;57;1.89;6.67;2.2;0.4;0.31;99
5;135;2.13;16.33;4.2;0.4;0.37;94.8
5;76;2.37;5.67;2.7;0.4;0.19;93.9
5;103;2.04;9.33;3.5;0.4;0.28;90.6
5;106;2.1;12.67;3.5;0.3;0.16;96.3
5;106;2.1;12.67;3.5;0.3;0.16;96.3
5;211;2.16;22;6.4;0.6;0.29;92.4
3;127;1.62;12;4;0.6;0.59;100.2
5;149;2.49;11;4.7;0.6;0.39;92.7
5;150;1.74;18.33;4.7;0.4;0.27;98.4
5;133;2.22;9;4.2;0.6;0.2;95.7
5;78;2.19;7;2.7;0.5;0.2;94.5
5;78;2.19;7;2.7;0.5;0.2;94.5
5;202;2.1;12.33;6.2;0.5;0.21;97.5
5;201;2.1;12.33;6.2;0.5;0.21;97.5
5;201;2.1;12.33;6.2;0.5;0.21;97.5
5;202;2.1;12.33;6.2;0.5;0.21;97.5
5;201;2.1;12.33;6.2;0.5;0.21;97.5
5;194;2.22;24.5;5.9;0.6;0.16;95.4
5;194;2.22;24.5;5.9;0.6;0.16;95.4
5;160;2.22;17.67;4.9;0.7;0.29;100.2
5;180;2.16;18;5.4;0.5;0.28;92.4
5;134;2.22;16.33;4.2;0.6;0.15;90
5;41;1.83;7.33;1.7;0.5;0.24;99.3
5;147;1.65;4.67;4.7;0.7;0.35;100.2
5;86;2.16;10.33;3;0.4;0.24;86.4
5;113;2.25;12.67;3.7;0.4;0.21;90
5;113;2.25;12.67;3.7;0.4;0.21;90
5;44;2.16;1;1.7;0.5;0.24;96.9
6;167;1.8;15;5.2;0.4;0.29;99.9
5;100;2.04;9.67;3.2;0.5;0.12;102.3
5;146;1.95;14.67;4.4;0.5;0.26;101.4
5;196;1.92;20.33;5.9;0.5;0.28;92.7
5;201;1.92;20;6.2;0.5;0.28;92.7
5;137;2.13;15.67;4.2;0.3;0.18;88.5
5;163;2.22;17.33;4.9;0.3;0.24;92.7
5;81;2.22;10.33;2.7;0.6;0.22;102.6
5;81;2.22;10.33;2.7;0.6;0.22;102.6
5;149;2.4;13.67;4.7;0.4;0.28;95.1
5;149;2.4;13.67;4.7;0.4;0.28;95.1
5;53;2.16;6.67;2;0.4;0.18;99.6
5;111;2.25;10;3.7;0.4;0.38;99.6
5;102;2.19;9.67;3.5;0.4;0.42;95.7
5;139;2.7;17.33;4.4;0.4;0.25;87.9
6;72;1.98;9.33;2.5;0.4;0.56;93.6
5;108;1.98;5.33;3.5;0.6;0.23;100.8
5;120;2.16;11.33;4;0.3;0.22;91.5
5;106;2.1;8;3.5;0.4;0.17;97.8
5;175;2.37;16;5.4;0.6;0.28;91.2
5;95;1.86;4;3.2;0.6;0.43;98.1
5;96;2.34;7;3.2;0.4;0.26;94.8
5;189;1.92;17.33;5.7;0.4;0.25;96.3
5;189;1.92;17.33;5.7;0.4;0.25;96.3
5;186;2.07;20.33;5.7;0.4;0.34;92.7
5;223;1.92;17.67;6.7;0.5;0.37;94.2
5;149;1.95;5.33;4.7;0.4;0.44;93.3
5;80;2.13;10.33;2.7;0.6;0.3;102
6;150;1.86;14;4.7;0.5;0.3;100.8
5;192;2.28;22.67;5.9;0.4;0.45;104.4
5;154;2.22;14.67;4.7;0.6;0.18;93.3
5;177;1.83;17.67;5.4;0.5;0.26;97.2
5;193;2.31;15;5.9;0.6;0.3;95.4
5;193;2.31;15;5.9;0.6;0.3;95.4
5;193;2.31;15;5.9;0.6;0.3;95.4
5;193;2.31;15;5.9;0.6;0.3;95.4
5;177;2.28;14.67;5.4;0.6;0.33;95.4
5;160;1.98;18;4.9;0.4;0.25;92.4
5;160;1.98;18;4.9;0.4;0.25;92.4
5;169;1.98;19;5.2;0.8;0.27;99.3
6;156;2.16;17.67;4.9;0.4;0.24;95.1
6;118;1.98;12;3.7;0.6;0.23;94.5
5;100;2.1;13.33;3.2;0.4;0.22;89.4
5;134;1.98;17.67;4.2;0.8;0.19;105.6
5;134;1.98;17.67;4.2;0.8;0.19;105.6
5;119;2.82;12;3.7;0.5;0.28;93.3
5;119;2.82;12;3.7;0.5;0.28;93.3
5;133;2.25;17;4.2;0.4;0.24;94.8
6;170;2.07;18;5.2;0.5;0.3;96.6
6;188;2.4;16.67;5.7;0.5;0.27;91.5
5;178;2.04;17.67;5.4;0.6;0.26;97.8
3;157;1.89;16.67;4.9;0.4;0.29;96.9
5;233;2.49;16;6.9;0.6;0.28;90.6
6;127;1.98;10.33;4;0.5;0.33;92.4
6;127;1.98;10.33;4;0.5;0.33;92.4
5;184;2.4;20.33;5.7;0.6;0.28;93
5;99;2.58;3.67;3.2;0.5;0.34;95.1
5;99;2.58;3.67;3.2;0.5;0.34;95.1
6;158;1.98;15;4.9;0.4;0.26;99.9
5;183;1.86;15.33;5.7;0.5;0.28;97.8
5;189;1.89;20.67;5.7;0.5;0.26;96
5;189;1.89;20.67;5.7;0.5;0.26;96
5;189;2.25;19.67;5.7;0.6;0.28;94.8
5;162;1.92;15.67;4.9;0.5;0.21;97.2
5;133;2.07;20.67;4.2;0.4;0.23;96.6
5;122;2.1;14.67;4;0.5;0.34;89.7
5;150;1.74;32;4.7;0.9;0.17;101.4
5;150;1.74;32;4.7;0.9;0.17;101.4
5;111;2.1;12.33;3.7;0.3;0.36;92.7
5;111;2.1;12.33;3.7;0.3;0.36;92.7
5;115;2.1;11.67;3.7;0.3;0.36;92.7
5;75;1.74;12.67;2.7;0.9;0.21;96.9
5;142;1.95;25;4.4;0.4;0.15;89.1
5;142;2.4;23.67;4.4;0.5;0.14;92.1
5;132;1.62;23;4.2;0.6;0.22;112.8
5;165;2.04;16.67;5.2;0.5;0.24;94.5
5;110;1.89;19.33;3.5;0.4;0.2;96
5;188;1.86;18;5.7;0.5;0.25;95.1
5;100;2.1;18;3.2;0.4;0.15;95.4
5;188;1.86;18;5.7;0.5;0.25;95.1
5;98;2.1;13.33;3.2;0.5;0.25;94.8
5;113;1.98;10;3.7;0.5;0.78;97.5
5;98;2.1;13.33;3.2;0.5;0.25;94.8
5;139;2.31;8.67;4.4;0.5;0.26;90
5;106;1.86;11;3.5;0.4;0.19;95.4
5;120;2.34;11.67;4;0.4;0.17;94.8
5;106;2.04;8;3.5;0.9;0.21;92.7
6;144;2.04;13;4.4;0.6;0.25;105.9
5;131;1.71;19;4.2;0.3;0.15;96.6
5;131;1.71;19;4.2;0.3;0.15;96.6
5;173;2.22;13;5.2;0.5;0.19;93
5;173;2.22;13;5.2;0.5;0.19;93
5;173;2.22;13;5.2;0.5;0.19;93
5;173;2.22;13;5.2;0.5;0.19;93
5;173;2.22;13;5.2;0.5;0.19;93
5;173;2.22;13;5.2;0.5;0.19;93
5;80;2.25;9.67;2.7;0.6;0.22;92.4
6;115;1.77;19;3.7;0.4;0.19;99.6
5;105;2.07;17;3.5;0.4;0.19;93
5;111;2.01;8;3.7;0.6;0.16;99
5;116;1.98;16.67;3.7;0.4;0.22;94.2
5;105;1.95;11.33;3.5;0.5;0.21;96
6;139;1.89;19;4.4;0.5;0.2;92.7
5;111;2.04;9.33;3.7;0.6;0.41;93.6
6;155;1.95;32.67;4.7;0.3;0.27;94.8
6;155;1.95;32.67;4.7;0.3;0.27;94.8
6;155;1.95;32.67;4.7;0.3;0.27;94.8
5;123;2.04;11.33;4;0.6;0.33;91.8
5;123;2.04;11.33;4;0.6;0.33;91.8
5;89;2.58;5.33;3;0.4;0.31;88.5
5;89;2.58;5.33;3;0.4;0.31;88.5
5;85;1.71;8.67;3;0.5;0.14;99.6
5;80;2.43;8.67;2.7;0.4;0.27;89.4
5;80;2.43;8.67;2.7;0.4;0.27;89.4
6;102;1.8;3.33;3.5;0.6;0.22;88.2
6;172;2.13;14.67;5.2;0.5;0.46;93.3
5;163;2.16;22.67;4.9;0.8;0.21;97.5
5;163;2.16;22.67;4.9;0.8;0.21;97.5
5;163;2.16;22.67;4.9;0.8;0.21;97.5
5;102;1.83;10;3.5;0.5;0.22;96.6
6;141;2.16;6;4.4;0.5;0.24;97.5
6;102;2.19;10.67;3.5;0.5;0.3;95.4
5;109;1.98;6.33;3.5;0.5;0.35;97.2
5;67;1.92;10.67;2.5;0.5;0.13;104.1
5;105;1.8;17.67;3.5;0.7;0.2;89.7
5;108;1.95;13.67;3.5;0.5;0.25;95.4
5;112;2.13;2;3.7;0.5;0.24;94.8
5;107;2.01;12.67;3.5;0.5;0.3;91.2
5;107;2.01;12.67;3.5;0.5;0.3;91.2
5;141;1.92;18.33;4.4;0.6;0.31;90.6
5;141;1.92;18.33;4.4;0.6;0.31;90.6
5;107;2.01;12.67;3.5;0.5;0.3;91.2
5;98;1.8;8.33;3.2;0.4;0.43;90.9
6;79;1.89;10;2.7;0.4;0.48;97.2
5;225;2.1;18.67;6.7;0.5;0.25;97.5
5;76;2.01;10;2.7;0.6;0.23;99.9
5;76;2.01;10;2.7;0.6;0.23;99.9
5;144;1.8;8.67;4.4;0.5;0.34;94.2
5;144;1.8;8.67;4.4;0.5;0.34;94.2
6;67;1.77;7;2.5;0.5;0.36;96.6
5;164;1.83;15.33;4.9;0.6;0.3;99.3
6;120;1.89;10.33;4;0.5;0.5;101.7
5;125;2.13;13;4;0.4;0.24;99.6
5;125;2.13;13;4;0.4;0.24;99.6
5;214;2.1;19.67;6.4;0.6;0.29;91.5
5;149;1.98;17;4.7;0.6;0.19;94.2
5;155;1.89;11.33;4.7;0.5;0.33;101.1
5;126;2.25;21.67;4;0.5;0.17;95.1
5;187;2.49;3.67;5.7;0.6;0.41;90.6
5;159;2.16;16;4.9;0.5;0.28;93
5;232;2.13;18.33;6.9;0.6;0.27;92.1
5;93;1.8;10.67;3.2;0.5;0.27;102.3
5;140;2.52;7.33;4.4;0.7;0.35;89.4
6;115;2.22;5.33;3.7;0.8;0.3;92.4
5;114;1.98;10.67;3.7;0.5;0.25;102.6
3;178;1.68;16;5.4;0.7;0.35;99
3;177;1.74;16.33;5.4;0.7;0.34;99
5;159;1.89;22.67;4.9;0.5;0.21;100.8
5;146;2.16;19;4.4;0.6;0.18;93.9
6;152;1.83;17;4.7;0.5;0.25;100.5
5;162;1.8;5;4.9;0.5;0.3;105
3;124;1.92;11.33;4;0.6;0.46;93
5;133;2.07;15.67;4.2;0.8;0.24;98.4
5;185;1.92;19;5.7;0.4;0.31;95.1
5;184;1.86;18.33;5.7;0.4;0.29;94.8
6;226;1.8;21.67;6.7;0.4;0.39;94.5
5;186;1.86;19;5.7;0.4;0.3;95.1
5;135;2.04;8;4.2;0.6;0.25;99.9
6;146;1.5;14.33;4.4;0.6;0.31;99
5;93;2.4;8.67;3.2;0.4;0.29;97.5
5;205;1.95;26.67;6.2;0.4;0.26;95.4
5;94;2.13;4.67;3.2;0.9;0.13;99.6
5;49;2.46;2.33;2;0.6;0.26;94.2
6;42;2.1;3;1.7;0.5;0.24;101.4
5;134;2.34;9;4.2;0.5;0.27;91.5
5;9;1.8;2;0.7;0.6;0.26;98.7
5;145;2.28;15.67;4.4;0.5;0.21;91.5
3;87;1.95;7.67;3;0.5;0.19;98.7
5;207;1.89;9.67;6.2;0.5;0.34;98.7
5;172;1.92;11.67;5.2;0.4;0.3;93
5;172;1.92;11.67;5.2;0.4;0.3;93
5;60;2.16;8.33;2.2;0.4;0.21;97.5
5;137;2.19;9.33;4.2;0.6;0.18;99.9
5;137;2.19;9.33;4.2;0.6;0.18;99.9
5;110;2.76;7.33;3.5;0.5;0.15;90.6
5;166;2.76;4.67;5.2;0.5;0.32;92.4
5;120;2.01;11.67;4;0.3;0.13;99.9
5;82;2.13;8.33;2.7;0.3;0.36;97.2
6;40;1.95;5;1.7;0.4;0.24;95.7
5;167;2.01;19;5.2;0.8;0.16;108.6
5;168;2.4;15.67;5.2;0.5;0.3;94.2
5;138;2.28;12;4.4;0.4;0.18;91.8
5;148;1.92;18;4.7;0.7;0.18;107.4
5;99;2.94;4.33;3.2;0.5;0.31;95.4
5;148;1.92;18;4.7;0.7;0.18;107.4
5;186;1.92;17.67;5.7;0.4;0.27;97.2
5;186;1.92;17.67;5.7;0.4;0.27;97.2
5;203;2.46;18.33;6.2;0.5;0.34;92.4
5;122;2.34;9;4;0.6;0.28;92.7
6;140;2.34;11;4.4;0.6;0.24;96
5;168;2.04;27.33;5.2;0.4;0.22;99
5;192;1.89;16.33;5.9;0.6;0.31;112.2
6;94;1.95;2;3.2;0.4;0.27;97.5
5;88;2.1;9.67;3;0.5;0.21;97.8
5;133;2.01;13.33;4.2;0.5;0.16;101.4
6;204;1.98;27;6.2;0.4;0.62;95.1
5;82;2.31;11;2.7;0.6;0.43;94.8
6;96;2.28;3;3.2;0.4;0.38;94.5
6;96;2.28;3;3.2;0.4;0.38;94.5
6;161;2.13;16.67;4.9;0.4;0.25;96
6;141;2.01;19;4.4;0.7;0.18;99.6
5;122;2.04;13.33;4;0.4;0.24;99
5;122;2.04;13.33;4;0.4;0.24;99
5;115;2.16;12.33;3.7;0.6;0.19;100.2
5;165;2.97;11.33;5.2;0.5;1.01;90.6
5;153;2.04;16.67;4.7;0.5;0.31;95.7
6;113;1.98;12.67;3.7;0.7;0.32;96.6
6;113;1.98;12.67;3.7;0.7;0.32;96.6
6;160;2.07;17;4.9;0.5;0.32;93.9
5;135;1.71;6.67;4.2;0.4;0.27;114
5;106;2.49;7.33;3.5;0.5;0.33;101.4
3;75;2.25;6;2.7;0.3;0.42;96.6
5;110;2.61;9.67;3.5;0.4;0.15;96.6
5;125;2.01;10.33;4;0.4;0.24;100.8
5;125;2.01;10.33;4;0.4;0.24;100.8
5;157;2.31;20;4.9;0.5;0.28;92.4
5;159;2.31;21.33;4.9;0.5;0.27;92.1
5;131;1.83;13;4.2;0.4;0.15;108
5;131;1.83;13;4.2;0.4;0.15;108
6;154;2.16;17;4.7;0.5;0.29;94.8
6;113;2.19;11.67;3.7;0.5;0.21;101.4
6;46;1.89;6;1.7;0.6;0.16;108.3
5;144;2.25;19.33;4.4;0.5;0.26;95.1
5;46;1.95;8.67;1.7;0.5;0.21;102.9
6;57;1.83;5.67;2.2;0.6;0.16;109.8
5;110;2.94;7.67;3.5;0.7;0.16;91.2
5;113;2.04;10.67;3.7;0.5;0.21;98.1
5;113;2.04;10.67;3.7;0.5;0.21;98.1
5;113;2.04;10.67;3.7;0.5;0.21;98.1
5;129;1.92;17.67;4.2;0.3;0.22;96.3
6;90;1.95;5;3;0.4;0.23;94.5
6;90;1.95;5;3;0.4;0.23;94.5
5;155;2.01;8.67;4.7;0.5;0.5;99.6
5;90;1.98;2.67;3;0.5;0.36;92.1
5;188;2.34;9.33;5.7;0.6;0.28;96.9
5;188;2.34;9.33;5.7;0.6;0.28;96.9
5;51;1.71;3;2;0.7;0.18;111
5;159;2.04;15;4.9;0.5;0.26;96
5;123;2.04;19.67;4;0.4;0.16;96
5;163;2.04;17.33;4.9;0.5;0.26;96
5;163;2.04;17.33;4.9;0.5;0.26;96
5;70;1.77;8;2.5;0.5;0.22;96
5;179;2.31;16.33;5.4;0.4;0.18;90.9
5;98;1.98;13;3.2;0.5;0.22;91.5
5;98;1.98;13;3.2;0.5;0.22;91.5
5;68;2.04;2;2.5;0.5;0.27;100.2
5;156;1.86;19.33;4.9;0.7;0.25;95.7
5;156;1.86;19.33;4.9;0.7;0.25;95.7
5;156;1.86;19.33;4.9;0.7;0.25;95.7
5;156;1.86;19.33;4.9;0.7;0.25;95.7
5;86;2.55;10.33;3;0.4;0.2;90
5;50;2.61;3.33;2;0.6;0.3;91.8
5;105;1.71;12.67;3.5;0.5;0.2;100.2
5;101;2.04;13.33;3.2;0.7;0.21;92.1
5;101;2.04;13.33;3.2;0.7;0.21;92.1
5;174;1.98;19.67;5.4;0.5;0.28;94.2
5;174;1.98;19.67;5.4;0.5;0.28;94.2
5;139;2.04;15.67;4.4;0.5;0.23;92.4
5;21;2.16;2;1.2;0.4;0.27;95.1
5;21;2.16;2;1.2;0.4;0.27;95.1
5;201;2.28;29;6.2;0.4;0.36;90.3
5;136;1.92;16.67;4.2;0.6;0.22;101.4
5;201;2.28;29;6.2;0.4;0.36;90.3
5;151;2.07;17.33;4.7;0.5;0.29;93.6
6;159;1.92;22;4.9;0.6;0.26;95.1
5;70;1.95;7.33;2.5;0.5;0.19;95.4
5;158;2.16;15;4.9;0.5;0.31;94.2
5;158;2.16;15;4.9;0.5;0.31;94.2
6;94;2.04;10.33;3.2;0.6;0.16;98.1
6;113;1.92;10;3.7;0.5;0.24;93.6
5;93;1.65;7.33;3.2;0.5;0.24;96.6
5;107;1.86;14.33;3.5;0.4;0.27;94.8
5;86;1.95;5.67;3;0.3;0.22;94.5
6;164;2.1;16.67;4.9;0.6;0.46;92.4
6;93;1.92;8.67;3.2;0.6;0.2;89.7
5;127;1.8;16.67;4;0.6;0.28;98.1
5;122;1.77;12.33;4;0.5;0.23;96.9
5;120;1.98;10;4;0.4;0.21;96.6
5;87;2.25;11.67;3;0.5;0.21;94.5
5;123;1.95;6.33;4;0.3;0.43;94.5
5;127;1.95;7.33;4;0.3;0.4;94.5
6;112;1.77;9;3.7;0.7;0.26;108.9
5;174;2.28;2;5.4;0.6;0.48;92.1
5;72;1.8;9.67;2.5;0.5;0.19;96.6
6;113;1.89;3.67;3.7;0.7;0.26;89.1
6;97;2.28;9.33;3.2;0.4;0.28;92.4
5;101;2.22;7.33;3.2;0.6;0.22;93
5;83;2.13;11;2.7;0.3;0.23;93.6
5;158;1.86;11.67;4.9;0.5;0.29;97.5
5;123;1.89;20;4;0.4;0.2;97.8
5;60;1.89;6;2.2;0.5;0.19;87.6
6;111;1.83;17;3.7;0.4;0.21;96.6
5;64;2.25;11.33;2.2;0.4;0.24;91.2
5;64;2.25;11.33;2.2;0.4;0.24;91.2
5;96;1.77;11.33;3.2;0.4;0.26;97.2
5;114;1.8;9.67;3.7;0.6;0.34;104.4
5;114;1.8;9.67;3.7;0.6;0.34;104.4
6;162;1.68;15.67;4.9;0.4;0.34;96.3
5;99;1.8;8;3.2;0.4;0.52;91.2
5;75;1.86;10.33;2.7;0.5;0.36;91.8
5;104;1.74;14;3.5;0.6;0.23;99.3
5;150;1.98;22.67;4.7;0.5;0.34;94.5
5;150;1.98;22.67;4.7;0.5;0.34;94.5
5;150;1.98;22.67;4.7;0.5;0.34;94.5
5;112;2.22;5.67;3.7;0.5;0.27;95.7
5;187;2.19;14;5.7;0.5;0.22;99.9
5;190;1.95;18;5.7;0.5;0.28;92.7
5;198;2.04;21.5;5.9;0.6;0.24;99
5;181;2.04;15.33;5.4;0.7;0.44;92.4
5;119;1.77;4;3.7;0.5;0.26;103.5
5;109;2.4;5.67;3.5;0.5;0.24;96
5;225;1.74;12.83;6.7;0.6;0.4;97.5
5;142;1.92;18;4.4;0.5;0.24;98.4
5;120;2.01;9.67;4;0.5;0.21;101.7
6;190;2.04;19;5.7;0.5;0.26;93
5;142;2.07;15.67;4.4;0.5;0.23;100.2
5;151;2.1;13.33;4.7;0.5;0.25;96.6
6;142;1.77;16.67;4.4;0.4;0.25;100.5
5;158;2.16;22;4.9;0.5;0.39;94.8
5;158;2.16;22;4.9;0.5;0.39;94.8
5;162;2.16;19.67;4.9;0.5;0.29;92.7
5;84;1.77;15;3;0.5;0.36;99.9
5;157;2.22;17.33;4.9;0.5;0.26;93.9
5;151;2.37;18;4.7;0.5;0.35;92.7
5;151;2.37;18;4.7;0.5;0.35;92.7
6;142;2.04;16.33;4.4;0.5;0.28;96.3
5;124;2.16;17;4;0.8;0.34;90.3
5;161;2.01;14.67;4.9;0.6;0.34;91.2
5;165;2.46;15.67;5.2;0.5;0.22;93.9
5;167;2.46;15.67;5.2;0.5;0.23;93.9
5;113;2.25;12.33;3.7;0.4;0.23;89.7
5;113;2.25;12.33;3.7;0.4;0.23;89.7
5;107;1.68;11;3.5;0.5;0.24;100.2
6;153;1.83;12.33;4.7;0.5;0.14;100.5
5;191;1.92;20;5.7;0.6;0.24;95.4
5;186;1.92;19;5.7;0.6;0.32;92.4
5;178;1.89;16.33;5.4;0.5;0.34;96.9
5;114;2.13;18;3.7;1;0.13;99
6;97;2.01;12;3.2;0.4;0.19;100.2
5;222;2.04;17.33;6.7;0.5;0.18;96.6
5;222;2.04;17.33;6.7;0.5;0.18;96.6
5;186;1.77;20;5.7;0.4;0.31;96
5;81;2.52;3;2.7;0.7;0.19;91.8
6;80;1.89;4.33;2.7;0.4;0.27;98.4
6;185;2.46;18.33;5.7;0.4;0.35;88.8
5;212;1.86;15;6.4;0.6;0.34;100.5
